county,gross_collections,taxable_sales,month,year,date,fiscal_year
Jackson,1421135.7,33387294,july,2008,2008-07-01,2009
Johnston,4460466.85,104329943,july,2008,2008-07-01,2009
Jones,72330.68,1679483,july,2008,2008-07-01,2009
Lee,2251363.31,55119121,july,2008,2008-07-01,2009
Lenoir,1948266.35,45083705,july,2008,2008-07-01,2009
Lincoln,1893695.33,45343586,july,2008,2008-07-01,2009
Macon,1588765.62,37329611,july,2008,2008-07-01,2009
Madison,193884,4519702,july,2008,2008-07-01,2009
Martin,687480.87,16141249,july,2008,2008-07-01,2009
McDowell,983106.04,23121507,july,2008,2008-07-01,2009
Mecklenburg,51914807.379999995,1215489970,july,2008,2008-07-01,2009
Mitchell,590141.19,13878505,july,2008,2008-07-01,2009
Montgomery,500608.56,11931170,july,2008,2008-07-01,2009
Moore,3049791.71,71651019,july,2008,2008-07-01,2009
Nash,3384080.56,79372765,july,2008,2008-07-01,2009
New Hanover,11675458.5,274477409,july,2008,2008-07-01,2009
Northampton,150574.71,3604857,july,2008,2008-07-01,2009
Onslow,5545666.21,130392059,july,2008,2008-07-01,2009
Orange,3750985.55,87348321,july,2008,2008-07-01,2009
Pamlico,319422.54,7241011,july,2008,2008-07-01,2009
Pasquotank,1547753.82,36337857,july,2008,2008-07-01,2009
Pender,1009404.21,23686350,july,2008,2008-07-01,2009
Perquimans,133529.95,3134175,july,2008,2008-07-01,2009
Person,1098715.99,25841529,july,2008,2008-07-01,2009
Pitt,5359285.89,126225122,july,2008,2008-07-01,2009
Polk,281491.85,6582068,july,2008,2008-07-01,2009
Randolph,3062149.39,71939410,july,2008,2008-07-01,2009
Richmond,1077358.37,25405358,july,2008,2008-07-01,2009
Robeson,2925804.58,69049642,july,2008,2008-07-01,2009
Rockingham,1981973.53,48467717,july,2008,2008-07-01,2009
Rowan,3169675.13,74667455,july,2008,2008-07-01,2009
Rutherford,1550545.66,36638310,july,2008,2008-07-01,2009
Sampson,1161704.92,27288446,july,2008,2008-07-01,2009
Scotland,997675.04,24110720,july,2008,2008-07-01,2009
Stanly,1814991.59,43569786,july,2008,2008-07-01,2009
Stokes,516900.43,12048796,july,2008,2008-07-01,2009
Surry,2570342.55,60265037,july,2008,2008-07-01,2009
Swain,380744.01,8961081,july,2008,2008-07-01,2009
Transylvania,1124461.68,26511608,july,2008,2008-07-01,2009
Tyrrell,48269.67,1129297,july,2008,2008-07-01,2009
Union,5154887.89,120375678,july,2008,2008-07-01,2009
Vance,1240999.11,29884970,july,2008,2008-07-01,2009
Wake,40812950.83,956762222,july,2008,2008-07-01,2009
Warren,229026.35,5451880,july,2008,2008-07-01,2009
Washington,225547.95,5271884,july,2008,2008-07-01,2009
Watauga,2569762.62,60339442,july,2008,2008-07-01,2009
Wayne,3812981.14,90019976,july,2008,2008-07-01,2009
Wilkes,1595550.54,37463858,july,2008,2008-07-01,2009
Wilson,2939076.44,68887857,july,2008,2008-07-01,2009
Yadkin,614185.6,14370312,july,2008,2008-07-01,2009
Yancey,611745.4,14391268,july,2008,2008-07-01,2009
Foreign,21198910.01,1475939056,july,2008,2008-07-01,2009
Alamance,5220038.03,122409344,august,2008,2008-08-01,2009
Alexander,362441.84,8542847,august,2008,2008-08-01,2009
Alleghany,275933.56,6466936,august,2008,2008-08-01,2009
Anson,324130.25,7612722,august,2008,2008-08-01,2009
Ashe,657626.26,15427022,august,2008,2008-08-01,2009
Avery,768572.17,17958355,august,2008,2008-08-01,2009
Beaufort,1253703.72,29523270,august,2008,2008-08-01,2009
Bertie,130050.61,3040137,august,2008,2008-08-01,2009
Bladen,476873.82,11341717,august,2008,2008-08-01,2009
Brunswick,5124766.79,119518847,august,2008,2008-08-01,2009
Buncombe,11711018.75,274393138,august,2008,2008-08-01,2009
Burke,1588675.58,37774420,august,2008,2008-08-01,2009
Cabarrus,6515118.47,153014501,august,2008,2008-08-01,2009
Caldwell,1499173.14,35167362,august,2008,2008-08-01,2009
Camden,103633.05,2475596,august,2008,2008-08-01,2009
Carteret,4261354,100120858,august,2008,2008-08-01,2009
Caswell,103130.16,2403992,august,2008,2008-08-01,2009
Catawba,5827892.14,137611070,august,2008,2008-08-01,2009
Chatham,1113339.32,26155794,august,2008,2008-08-01,2009
Cherokee,937260.09,22023606,august,2008,2008-08-01,2009
Chowan,307727.83,7187855,august,2008,2008-08-01,2009
Clay,206128.06,5100779,august,2008,2008-08-01,2009
Cleveland,2382823.95,55819307,august,2008,2008-08-01,2009
Columbus,1084768.53,25481547,august,2008,2008-08-01,2009
Craven,2885997.08,67898836,august,2008,2008-08-01,2009
Cumberland,9826365.76,231186297,august,2008,2008-08-01,2009
Currituck,1577167.12,36830942,august,2008,2008-08-01,2009
Dare,9356760.37,220152992,august,2008,2008-08-01,2009
Davidson,2868757.08,67447363,august,2008,2008-08-01,2009
Davie,694894.42,16304456,august,2008,2008-08-01,2009
Duplin,901963.62,21398980,august,2008,2008-08-01,2009
Durham,12083734.03,282927405,august,2008,2008-08-01,2009
Edgecombe,1045215.01,24639726,august,2008,2008-08-01,2009
Forsyth,13574418.17,317609937,august,2008,2008-08-01,2009
Franklin,1022588.21,23946009,august,2008,2008-08-01,2009
Gaston,4998879.18,117349851,august,2008,2008-08-01,2009
Gates,46684.45,1086833,august,2008,2008-08-01,2009
Graham,188823.47,4394823,august,2008,2008-08-01,2009
Granville,798049.86,18683069,august,2008,2008-08-01,2009
Greene,153838.5,3600121,august,2008,2008-08-01,2009
Guilford,20109829.12,472401838,august,2008,2008-08-01,2009
Halifax,1256344.88,29665561,august,2008,2008-08-01,2009
Harnett,1763042.07,43453535,august,2008,2008-08-01,2009
Haywood,2102230.42,49391310,august,2008,2008-08-01,2009
Henderson,3014547.79,70727643,august,2008,2008-08-01,2009
Hertford,579495.12,13589377,august,2008,2008-08-01,2009
Hoke,268593.18,6320470,august,2008,2008-08-01,2009
Hyde,338361.1,7896820,august,2008,2008-08-01,2009
Iredell,5674792.65,133553501,august,2008,2008-08-01,2009
Jackson,1396325.76,32576295,august,2008,2008-08-01,2009
Johnston,3723715.74,88288100,august,2008,2008-08-01,2009
Jones,125084.99,2928665,august,2008,2008-08-01,2009
Lee,1692919.3,40936814,august,2008,2008-08-01,2009
Lenoir,1653446.57,38856072,august,2008,2008-08-01,2009
Lincoln,1655017.57,39563078,august,2008,2008-08-01,2009
Macon,1705429.58,39958925,august,2008,2008-08-01,2009
Madison,196494.78,4577853,august,2008,2008-08-01,2009
Martin,571406.97,13406936,august,2008,2008-08-01,2009
McDowell,939723.17,22102576,august,2008,2008-08-01,2009
Mecklenburg,46362044.58,1089569169,august,2008,2008-08-01,2009
Mitchell,479699.45,11267791,august,2008,2008-08-01,2009
Montgomery,383745.22,9122637,august,2008,2008-08-01,2009
Moore,2566318.71,60774607,august,2008,2008-08-01,2009
Nash,3057782.7,72298587,august,2008,2008-08-01,2009
New Hanover,10692263.16,251693451,august,2008,2008-08-01,2009
Northampton,116588.84,2800146,august,2008,2008-08-01,2009
Onslow,4806099.42,113104826,august,2008,2008-08-01,2009
Orange,3449070.94,80848750,august,2008,2008-08-01,2009
Pamlico,230036.04,5483389,august,2008,2008-08-01,2009
Pasquotank,1296199.48,30429883,august,2008,2008-08-01,2009
Pender,1128582.74,26613267,august,2008,2008-08-01,2009
Perquimans,124147.68,2845728,august,2008,2008-08-01,2009
Person,924548.61,21806392,august,2008,2008-08-01,2009
Pitt,5045393.46,118777364,august,2008,2008-08-01,2009
Polk,281842.32,6626933,august,2008,2008-08-01,2009
Randolph,2627024.88,61716527,august,2008,2008-08-01,2009
Richmond,839692.9,19727840,august,2008,2008-08-01,2009
Robeson,2596535.4,61217440,august,2008,2008-08-01,2009
Rockingham,1657652.86,38899176,august,2008,2008-08-01,2009
Rowan,2601025.29,61480780,august,2008,2008-08-01,2009
Rutherford,1363439.79,32093000,august,2008,2008-08-01,2009
Sampson,1002714.07,23520064,august,2008,2008-08-01,2009
Scotland,816576.91,19997756,august,2008,2008-08-01,2009
Stanly,1788158.76,42840919,august,2008,2008-08-01,2009
Stokes,410191.55,9608342,august,2008,2008-08-01,2009
Surry,2207535.61,51736031,august,2008,2008-08-01,2009
Swain,422340.83,9983627,august,2008,2008-08-01,2009
Transylvania,1084064.93,25485617,august,2008,2008-08-01,2009
Tyrrell,37544.97,883540,august,2008,2008-08-01,2009
Union,4249709.63,99842788,august,2008,2008-08-01,2009
Vance,523319.98,12515698,august,2008,2008-08-01,2009
Wake,38170522.24,895397870,august,2008,2008-08-01,2009
Warren,232730.57,5504760,august,2008,2008-08-01,2009
Washington,226124.87,5219789,august,2008,2008-08-01,2009
Watauga,2710056.57,63514113,august,2008,2008-08-01,2009
Wayne,3586944.53,84603138,august,2008,2008-08-01,2009
Wilkes,1458452.87,34221458,august,2008,2008-08-01,2009
Wilson,2574824.37,60405178,august,2008,2008-08-01,2009
Yadkin,599927.94,14048080,august,2008,2008-08-01,2009
Yancey,399554.87,9330931,august,2008,2008-08-01,2009
Foreign,57482783.44,1326625941,august,2008,2008-08-01,2009
Alamance,5337343.25,125441889,september,2008,2008-09-01,2009
Alexander,278515.28,6573120,september,2008,2008-09-01,2009
Alleghany,251996.71,5896752,september,2008,2008-09-01,2009
Anson,269437.55,6209425,september,2008,2008-09-01,2009
Ashe,602553.15,14140551,september,2008,2008-09-01,2009
Avery,840257.28,19729466,september,2008,2008-09-01,2009
Beaufort,1383397.02,32529760,september,2008,2008-09-01,2009
Bertie,118638.19,2784720,september,2008,2008-09-01,2009
Bladen,369335.81,8687761,september,2008,2008-09-01,2009
Brunswick,3925281.07,92002667,september,2008,2008-09-01,2009
Buncombe,11314535.75,265196368,september,2008,2008-09-01,2009
Burke,1565915.03,37455719,september,2008,2008-09-01,2009
Cabarrus,6444615.21,151585223,september,2008,2008-09-01,2009
Caldwell,1392780.95,32738557,september,2008,2008-09-01,2009
Camden,104943.96,2582163,september,2008,2008-09-01,2009
Carteret,3550980.94,83552668,september,2008,2008-09-01,2009
Caswell,98631.23,2324131,september,2008,2008-09-01,2009
Catawba,6082096.42,143543330,september,2008,2008-09-01,2009
Chatham,1104457.99,25902885,september,2008,2008-09-01,2009
Cherokee,773626.34,18188581,september,2008,2008-09-01,2009
Chowan,248117.73,5783443,september,2008,2008-09-01,2009
Clay,192627.43,4711120,september,2008,2008-09-01,2009
Cleveland,2202227.64,51672062,september,2008,2008-09-01,2009
Columbus,1014483.38,23804355,september,2008,2008-09-01,2009
Craven,2677032.69,63051908,september,2008,2008-09-01,2009
Cumberland,9278832.42,218991112,september,2008,2008-09-01,2009
Currituck,1889077.13,44459773,september,2008,2008-09-01,2009
Dare,9010743.5,212293133,september,2008,2008-09-01,2009
Davidson,2691033.92,63291168,september,2008,2008-09-01,2009
Davie,689340.94,16166045,september,2008,2008-09-01,2009
Duplin,795372.81,18842951,september,2008,2008-09-01,2009
Durham,12747148.879999999,299300530,september,2008,2008-09-01,2009
Edgecombe,994204.85,23422169,september,2008,2008-09-01,2009
Forsyth,14303601.9,335962108,september,2008,2008-09-01,2009
Franklin,928083.33,21588997,september,2008,2008-09-01,2009
Gaston,4827144.83,112971932,september,2008,2008-09-01,2009
Gates,65489.46,1533573,september,2008,2008-09-01,2009
Graham,157709.73,3699193,september,2008,2008-09-01,2009
Granville,614773.78,14323266,september,2008,2008-09-01,2009
Greene,138906.53,3259717,september,2008,2008-09-01,2009
Guilford,20689144.56,485552625,september,2008,2008-09-01,2009
Halifax,1167232.77,27452567,september,2008,2008-09-01,2009
Harnett,1656959.6,40589113,september,2008,2008-09-01,2009
Haywood,1589252.64,37237993,september,2008,2008-09-01,2009
Henderson,2939672.66,68923249,september,2008,2008-09-01,2009
Hertford,434882.71,10178605,september,2008,2008-09-01,2009
Hoke,241072.48,5668294,september,2008,2008-09-01,2009
Hyde,280733.17,6533436,september,2008,2008-09-01,2009
Iredell,5746287.83,135061480,september,2008,2008-09-01,2009
Jackson,1262323.88,29149936,september,2008,2008-09-01,2009
Johnston,3576670.33,84336490,september,2008,2008-09-01,2009
Jones,116935.81,2743494,september,2008,2008-09-01,2009
Lee,1669710.73,40289376,september,2008,2008-09-01,2009
Lenoir,1541835.52,36099744,september,2008,2008-09-01,2009
Lincoln,1550085.13,37052621,september,2008,2008-09-01,2009
Macon,1597985.59,37332301,september,2008,2008-09-01,2009
Madison,205676.82,4783282,september,2008,2008-09-01,2009
Martin,477292.58,11022888,september,2008,2008-09-01,2009
McDowell,854920.65,20083762,september,2008,2008-09-01,2009
Mecklenburg,47101954.44,1105486581,september,2008,2008-09-01,2009
Mitchell,345142.81,8112252,september,2008,2008-09-01,2009
Montgomery,292479.23,6957362,september,2008,2008-09-01,2009
Moore,2739272.48,64573131,september,2008,2008-09-01,2009
Nash,2955599.55,69645478,september,2008,2008-09-01,2009
New Hanover,10010537.2,235831328,september,2008,2008-09-01,2009
Northampton,127978.52,3124829,september,2008,2008-09-01,2009
Onslow,4386963.3,103230236,september,2008,2008-09-01,2009
Orange,3716321.13,86967558,september,2008,2008-09-01,2009
Pamlico,225678.19,5339469,september,2008,2008-09-01,2009
Pasquotank,1188750.12,27769761,september,2008,2008-09-01,2009
Pender,1315749.08,30911942,september,2008,2008-09-01,2009
Perquimans,117177.76,2717182,september,2008,2008-09-01,2009
Person,773754.46,18171609,september,2008,2008-09-01,2009
Pitt,5487424.89,128992745,september,2008,2008-09-01,2009
Polk,227956.94,5389315,september,2008,2008-09-01,2009
Randolph,2420727.94,56298183,september,2008,2008-09-01,2009
Richmond,810064.17,18941944,september,2008,2008-09-01,2009
Robeson,2352022.09,55205493,september,2008,2008-09-01,2009
Rockingham,1516326.77,35525251,september,2008,2008-09-01,2009
Rowan,2889378.69,68042197,september,2008,2008-09-01,2009
Rutherford,1313121.88,30862035,september,2008,2008-09-01,2009
Sampson,869564.45,20364091,september,2008,2008-09-01,2009
Scotland,795761.15,19472351,september,2008,2008-09-01,2009
Stanly,1578692.46,38492380,september,2008,2008-09-01,2009
Stokes,419983.98,9835045,september,2008,2008-09-01,2009
Surry,2071478.96,48376970,september,2008,2008-09-01,2009
Swain,349058.92,8232477,september,2008,2008-09-01,2009
Transylvania,989009.2,23228671,september,2008,2008-09-01,2009
Tyrrell,46082.68,1129802,september,2008,2008-09-01,2009
Union,4077882.78,95352487,september,2008,2008-09-01,2009
Vance,1134269.38,27130076,september,2008,2008-09-01,2009
Wake,39728159.39,931590022,september,2008,2008-09-01,2009
Warren,218767.35,5120580,september,2008,2008-09-01,2009
Washington,198862.07,4620316,september,2008,2008-09-01,2009
Watauga,2557399.46,59871957,september,2008,2008-09-01,2009
Wayne,3095789.43,72992152,september,2008,2008-09-01,2009
Wilkes,1375287.36,32264125,september,2008,2008-09-01,2009
Wilson,2911592.18,68299826,september,2008,2008-09-01,2009
Yadkin,587037.92,13776412,september,2008,2008-09-01,2009
Yancey,426230.75,9967041,september,2008,2008-09-01,2009
Foreign,59370906.57,1388119925,september,2008,2008-09-01,2009
Alamance,5317131.79,124963953,october,2008,2008-10-01,2009
Alexander,492393.77,11586296,october,2008,2008-10-01,2009
Alleghany,230753.9,5412631,october,2008,2008-10-01,2009
Anson,459661.76,10786690,october,2008,2008-10-01,2009
Ashe,728332.39,17028548,october,2008,2008-10-01,2009
Avery,494432.43,11535865,october,2008,2008-10-01,2009
Beaufort,1272044.46,30014899,october,2008,2008-10-01,2009
Bertie,119334.34,2731021,october,2008,2008-10-01,2009
Bladen,472237.96,11074737,october,2008,2008-10-01,2009
Brunswick,3540958.02,82718596,october,2008,2008-10-01,2009
Buncombe,10948673.43,256482926,october,2008,2008-10-01,2009
Burke,1546808.68,36488343,october,2008,2008-10-01,2009
Cabarrus,6642670.55,155964717,october,2008,2008-10-01,2009
Caldwell,1773021.59,41618107,october,2008,2008-10-01,2009
Camden,117182.87,2854413,october,2008,2008-10-01,2009
Carteret,2757353.34,64765156,october,2008,2008-10-01,2009
Caswell,106724.15,2517980,october,2008,2008-10-01,2009
Catawba,6181616.88,145548600,october,2008,2008-10-01,2009
Chatham,1170197.29,27484349,october,2008,2008-10-01,2009
Cherokee,1125580.18,26348097,october,2008,2008-10-01,2009
Chowan,288758.58,6756708,october,2008,2008-10-01,2009
Clay,178138.29,4231653,october,2008,2008-10-01,2009
Cleveland,2482229.67,58098485,october,2008,2008-10-01,2009
Columbus,1230537.68,28898566,october,2008,2008-10-01,2009
Craven,2866092.49,67329467,october,2008,2008-10-01,2009
Cumberland,10006424.77,235721420,october,2008,2008-10-01,2009
Currituck,707854.17,16348056,october,2008,2008-10-01,2009
Dare,5211141.48,122403366,october,2008,2008-10-01,2009
Davidson,3244906.98,76496956,october,2008,2008-10-01,2009
Davie,949169.9,21994564,october,2008,2008-10-01,2009
Duplin,1002502.61,23498194,october,2008,2008-10-01,2009
Durham,12035692.49,281441121,october,2008,2008-10-01,2009
Edgecombe,1201115.23,28226717,october,2008,2008-10-01,2009
Forsyth,13209685.5,333199323,october,2008,2008-10-01,2009
Franklin,1015961.94,24005616,october,2008,2008-10-01,2009
Gaston,5414096.21,126826495,october,2008,2008-10-01,2009
Gates,56789.93,1329231,october,2008,2008-10-01,2009
Graham,146801.51,3429677,october,2008,2008-10-01,2009
Granville,876441.52,20460398,october,2008,2008-10-01,2009
Greene,119382.06,2754583,october,2008,2008-10-01,2009
Guilford,19951079.52,467218191,october,2008,2008-10-01,2009
Halifax,1348744.22,31670563,october,2008,2008-10-01,2009
Harnett,1758361.82,42188860,october,2008,2008-10-01,2009
Haywood,1892373.88,44189306,october,2008,2008-10-01,2009
Henderson,3203033.74,75175975,october,2008,2008-10-01,2009
Hertford,657886.19,15440968,october,2008,2008-10-01,2009
Hoke,242328.74,5679088,october,2008,2008-10-01,2009
Hyde,163022.18,3792551,october,2008,2008-10-01,2009
Iredell,5853254.87,137111385,october,2008,2008-10-01,2009
Jackson,1353873.33,31726647,october,2008,2008-10-01,2009
Johnston,3654586.5,86193975,october,2008,2008-10-01,2009
Jones,84774.07,1984250,october,2008,2008-10-01,2009
Lee,1963964.27,46474515,october,2008,2008-10-01,2009
Lenoir,1544516.24,36213825,october,2008,2008-10-01,2009
Lincoln,1749825.96,41636730,october,2008,2008-10-01,2009
Macon,1452813.52,34076716,october,2008,2008-10-01,2009
Madison,188893.52,4401233,october,2008,2008-10-01,2009
Martin,774258.47,18041211,october,2008,2008-10-01,2009
McDowell,917545.22,21449505,october,2008,2008-10-01,2009
Mecklenburg,44765336.669999994,1049082284,october,2008,2008-10-01,2009
Mitchell,601564.69,14155710,october,2008,2008-10-01,2009
Montgomery,459244.1,10867810,october,2008,2008-10-01,2009
Moore,2481122.65,58438289,october,2008,2008-10-01,2009
Nash,3015328.37,71017669,october,2008,2008-10-01,2009
New Hanover,9171194.1,215275254,october,2008,2008-10-01,2009
Northampton,115039.09,2723728,october,2008,2008-10-01,2009
Onslow,4311720.58,101027122,october,2008,2008-10-01,2009
Orange,3287335.51,76763660,october,2008,2008-10-01,2009
Pamlico,176902.91,4163248,october,2008,2008-10-01,2009
Pasquotank,1422793.32,33704474,october,2008,2008-10-01,2009
Pender,608007.97,14266227,october,2008,2008-10-01,2009
Perquimans,111006.89,2616359,october,2008,2008-10-01,2009
Person,1065858.51,25062789,october,2008,2008-10-01,2009
Pitt,4670014.09,109633969,october,2008,2008-10-01,2009
Polk,260047.78,6067493,october,2008,2008-10-01,2009
Randolph,3030233.93,70882482,october,2008,2008-10-01,2009
Richmond,1016598.48,23976099,october,2008,2008-10-01,2009
Robeson,2574283.66,60468344,october,2008,2008-10-01,2009
Rockingham,2038396.89,47819043,october,2008,2008-10-01,2009
Rowan,2745170.43,64731679,october,2008,2008-10-01,2009
Rutherford,1485983.33,34993108,october,2008,2008-10-01,2009
Sampson,1099733.1,25804826,october,2008,2008-10-01,2009
Scotland,996793.66,23913197,october,2008,2008-10-01,2009
Stanly,1681691.35,39432452,october,2008,2008-10-01,2009
Stokes,430006.41,10021360,october,2008,2008-10-01,2009
Surry,2566224.39,60203625,october,2008,2008-10-01,2009
Swain,276038.1,6514836,october,2008,2008-10-01,2009
Transylvania,946583.37,22220731,october,2008,2008-10-01,2009
Tyrrell,40939.49,942405,october,2008,2008-10-01,2009
Union,4171114.14,97220101,october,2008,2008-10-01,2009
Vance,1345162.17,31612964,october,2008,2008-10-01,2009
Wake,37631449.660000004,882322429,october,2008,2008-10-01,2009
Warren,167929.29,3955483,october,2008,2008-10-01,2009
Washington,178033.35,4146175,october,2008,2008-10-01,2009
Watauga,2352960.84,54976455,october,2008,2008-10-01,2009
Wayne,3619286.22,85304496,october,2008,2008-10-01,2009
Wilkes,1573936.62,36429307,october,2008,2008-10-01,2009
Wilson,2802868.59,65837759,october,2008,2008-10-01,2009
Yadkin,519130.53,12190394,october,2008,2008-10-01,2009
Yancey,434880.66,10225073,october,2008,2008-10-01,2009
Foreign,48106941.230000004,1214858880,october,2008,2008-10-01,2009
Alamance,4898203.97,109577394,november,2008,2008-11-01,2009
Alexander,280309.17,6258528,november,2008,2008-11-01,2009
Alleghany,266303.81,5931277,november,2008,2008-11-01,2009
Anson,273838.36,6088184,november,2008,2008-11-01,2009
Ashe,573732.91,12914947,november,2008,2008-11-01,2009
Avery,648710.78,14541306,november,2008,2008-11-01,2009
Beaufort,1280865.92,28695891,november,2008,2008-11-01,2009
Bertie,134849.67,2960037,november,2008,2008-11-01,2009
Bladen,335505.7,7454825,november,2008,2008-11-01,2009
Brunswick,2581576.49,57562473,november,2008,2008-11-01,2009
Buncombe,11696131.84,261368838,november,2008,2008-11-01,2009
Burke,1596061.8,35621351,november,2008,2008-11-01,2009
Cabarrus,6301512.67,140414749,november,2008,2008-11-01,2009
Caldwell,1394559.63,31401418,november,2008,2008-11-01,2009
Camden,126558.43,2846338,november,2008,2008-11-01,2009
Carteret,2439648.19,54659558,november,2008,2008-11-01,2009
Caswell,122603.85,2719849,november,2008,2008-11-01,2009
Catawba,5686429.81,127186394,november,2008,2008-11-01,2009
Chatham,908919.94,20269412,november,2008,2008-11-01,2009
Cherokee,765264.33,17269752,november,2008,2008-11-01,2009
Chowan,272097.28,6102244,november,2008,2008-11-01,2009
Clay,199777.62,4459714,november,2008,2008-11-01,2009
Cleveland,2295526.23,51378558,november,2008,2008-11-01,2009
Columbus,979380.48,21938429,november,2008,2008-11-01,2009
Craven,2722394.59,61027924,november,2008,2008-11-01,2009
Cumberland,9056142.06,203096509,november,2008,2008-11-01,2009
Currituck,516197.84,11441334,november,2008,2008-11-01,2009
Dare,2858110.34,63593722,november,2008,2008-11-01,2009
Davidson,3076650.1,68860355,november,2008,2008-11-01,2009
Davie,598153.22,13390820,november,2008,2008-11-01,2009
Duplin,787318.57,17733584,november,2008,2008-11-01,2009
Durham,14956925.04,333134777,november,2008,2008-11-01,2009
Edgecombe,1128663.57,25211173,november,2008,2008-11-01,2009
Forsyth,13584593.43,303084827,november,2008,2008-11-01,2009
Franklin,928533.92,20839796,november,2008,2008-11-01,2009
Gaston,4519165.94,100927822,november,2008,2008-11-01,2009
Gates,52877.38,1164892,november,2008,2008-11-01,2009
Graham,148221.59,3307120,november,2008,2008-11-01,2009
Granville,682358.9,15205479,november,2008,2008-11-01,2009
Greene,140628.54,3070381,november,2008,2008-11-01,2009
Guilford,21288151.39,474019454,november,2008,2008-11-01,2009
Halifax,1070481.48,23919572,november,2008,2008-11-01,2009
Harnett,1488114.05,34505458,november,2008,2008-11-01,2009
Haywood,1908021.27,42590197,november,2008,2008-11-01,2009
Henderson,2842191.42,63512973,november,2008,2008-11-01,2009
Hertford,576142.57,12930697,november,2008,2008-11-01,2009
Hoke,243077.8,5406205,november,2008,2008-11-01,2009
Hyde,161866.36,3610776,november,2008,2008-11-01,2009
Iredell,5302331.28,118682010,november,2008,2008-11-01,2009
Jackson,1119022.2,24880453,november,2008,2008-11-01,2009
Johnston,3607814.11,80961031,november,2008,2008-11-01,2009
Jones,73729.65,1622304,november,2008,2008-11-01,2009
Lee,1707515.03,38694381,november,2008,2008-11-01,2009
Lenoir,1609183.31,36473559,november,2008,2008-11-01,2009
Lincoln,1319626.75,29853830,november,2008,2008-11-01,2009
Macon,1475771.06,32993062,november,2008,2008-11-01,2009
Madison,205942.73,4558082,november,2008,2008-11-01,2009
Martin,465577.45,10360612,november,2008,2008-11-01,2009
McDowell,818495.86,18487872,november,2008,2008-11-01,2009
Mecklenburg,48344394.879999995,1076900140,november,2008,2008-11-01,2009
Mitchell,354479.24,7962556,november,2008,2008-11-01,2009
Montgomery,315466.12,7153264,november,2008,2008-11-01,2009
Moore,3049530.25,68848813,november,2008,2008-11-01,2009
Nash,2840011.25,63803857,november,2008,2008-11-01,2009
New Hanover,8765348.48,195911333,november,2008,2008-11-01,2009
Northampton,135100.04,3066802,november,2008,2008-11-01,2009
